drug,condition,rating,has_pred_adr,adr_count,predicted_adrs_str
Lorcaserin,Obesity,10,True,1,skeptical
Tramadol,Pain,7,True,4,"back, injury, thirst, thirst"
Nexplanon,Birth Control,2,True,1,acne
Phenylephrine,Nasal Congestion,10,False,0,none
Testosterone,"Hypogonadism, Male",9,False,0,none
Denavir,Cold Sores,8,True,2,"stress, topic"
Flagyl,Diverticulitis,1,True,4,"diverticulitis, pain, gastritis, gastritis"
Lurasidone,Bipolar Disorde,10,False,0,none
Ethinyl estradiol / norgestimate,Birth Control,8,False,0,none
Pramoxine,Hemorrhoids,8,True,3,"swelling, mass, swelling"
Relpax,Migraine,10,True,4,"migra, pain, headache, migraine"
Benzoyl peroxide / clindamycin,Acne,10,True,1,acne
Bupropion / naltrexone,Obesity,10,True,1,stress
Docosanol,Herpes Simplex,8,True,2,"noticing, noticed"
Accutane,Acne,1,True,4,"acne, fracture, surgery, surgery"
Duloxetine,Depression,9,True,3,"depression, anxiety, hunger"
Etonogestrel,Birth Control,10,False,0,none
Xanax,Panic Disorde,10,True,2,"panic attacks, panic attacks"
Metoclopramide,Migraine,10,True,3,"migra, migra, migraine"
Pregabalin,ibromyalgia,5,False,0,none
Singulair,Asthma,7,True,2,"asthma, noticeable"
Etonogestrel,Birth Control,8,False,0,none
Ethinyl estradiol / levonorgestrel,Birth Control,5,False,0,none
Brexpiprazole,Major Depressive Disorde,10,True,1,anxiety
Drospirenone / ethinyl estradiol,Acne,5,True,5,"cystic, acne, painful, side, headache"
Gabapentin,Alcohol Withdrawal,10,True,2,"alcoholism, alcoholism"
Paxil,Obsessive Compulsive Disorde,1,False,0,none
Talwin Nx,Pain,8,True,1,pain
Prednisone,Inflammatory Conditions,9,True,2,"pain, stiffness"
Propofol,Anesthesia,1,True,4,"headache, earache, infection, infection"
PanOxyl,Acne,10,True,1,acne
Atenolol,High Blood Pressure,10,True,1,palpit
Klonopin,Panic Disorde,10,True,3,"panic disorder, disability, panic disorder"
Lexapro,Anxiety,2,True,2,"nausea, headache"
Bupropion / naltrexone,Weight Loss,1,False,0,none
Campral,Alcohol Dependence,10,False,0,none
Aclidinium,COPD,9,True,3,"noticed, coughing, wheezing"
Depakote ER,Bipolar Disorde,1,True,7,"depression, anxiety, depression, migra, headache, tremors, heartburn"
Etonogestrel,Birth Control,3,False,0,none
Bupropion,ADHD,10,True,2,"sexual dysfunction, scarring"
Liraglutide,Obesity,10,False,0,none
Ranitidine,GERD,8,True,1,stress
Azelastine,Allergic Rhinitis,10,False,0,none
Tioconazole,Vaginal Yeast Infection,10,True,2,"yeast, infection"
Etonogestrel,Birth Control,10,True,1,anxietycne
Ethinyl estradiol / levonorgestrel,Birth Control,5,True,2,"scare, anxiety"
Amitriptyline,Depression,9,True,4,"fall, anxiety, depression, mouth but"
Sronyx,Birth Control,9,True,1,infection swings
Lamictal,Bipolar Disorde,7,False,0,none
Mirena,Birth Control,5,False,0,none
Nexium,GERD,10,True,3,"heartburn, burn, heartburn"
Varenicline,Smoking Cessation,10,True,1,surgery
Methadone,Chronic Pain,8,False,0,none
Linaclotide,Irritable Bowel Syndrome,2,True,1,abdominal pain
Ethinyl estradiol / levonorgestrel,Birth Control,8,True,2,"nausea, vomiting"
Testosterone,"Hypogonadism, Male",10,True,1,fatigue
Etonogestrel,Birth Control,9,False,0,none
Ambien,Insomnia,9,False,0,none
Lo Loestrin Fe,Birth Control,3,False,0,none
Hydroxychloroquine,Systemic Lupus Erythematosus,5,True,4,"pain, stiffness, inflammation, rash"
Ethinyl estradiol / norgestimate,Birth Control,5,True,1,depression
Pramipexole,Restless Legs Syndrome,8,True,2,"drows, dizziness"
Ranitidine,Erosive Esophagitis,10,False,0,none
Norethindrone,Endometriosis,10,True,1,pregnancy
Suboxone,Opiate Dependence,10,False,0,none
Lo Loestrin Fe,Birth Control,9,True,5,"staring, painful, noticeable, anxiety, depression"
Duloxetine,Anxiety,10,True,8,"low, back, pain, arthritis, mouth, sweats ,, back, pain"
AndroGel,"Hypogonadism, Male",1,False,0,none
Levonorgestrel,Birth Control,8,True,1,increased appetite .
Eletriptan,Migraine,5,True,2,"migra, migra"
Suprep Bowel Prep Kit,Bowel Preparation,1,True,1,gag
Glatiramer,Multiple Sclerosis,8,False,0,none
Pramipexole,Restless Legs Syndrome,1,False,0,none
Belsomra,Insomnia,10,True,1,insomnia
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10,False,0,none
Ethinyl estradiol / norethindrone,Birth Control,2,True,1,swings are
Sulfamethoxazole / trimethoprim,Urinary Tract Infection,1,True,3,"headache, painful, rash"
Amlodipine,High Blood Pressure,7,True,1,muscle twitching
Nexplanon,Birth Control,5,True,1,painful
Zoledronic acid,Osteoporosis,10,False,0,none
Skyla,Birth Control,9,True,2,"pregnancy, painful"
Metronidazole,Bacterial Infection,1,True,1,headaches
Sulfacetamide sodium / sulfur,Rosacea,10,False,0,none
Ambien,Insomnia,9,True,2,"traumatic, stress"
Gabapentin,Restless Legs Syndrome,10,False,0,none
Alprazolam,Anxiety,9,False,0,none
Acetaminophen / codeine,Pain,6,True,2,"surgery, chronic pain"
Buprenorphine,Chronic Pain,10,True,1,pain
Aluminum chloride hexahydrate,Hyperhidrosis,10,True,1,burns
Flexeril,Muscle Spasm,7,True,1,pain
Ondansetron,Nausea/Vomiting,9,True,2,"gastritis, nausea"
Remicade,Ulcerative Colitis,10,True,1,noticed
Implanon,Birth Control,5,True,1,depression attacks
Klonopin,Anxiety,9,True,3,"panic attack, anxiety, suicide"
Cosentyx,Ankylosing Spondylitis,1,True,1,nausea
Amlodipine,High Blood Pressure,10,False,0,none
Xanax,Anxiety,10,True,2,"anxiety, stress"
Lyrica,ibromyalgia,10,True,2,"fibromyalgia, fibromyalgia"
Bisacodyl,Constipation,5,True,4,"abdominal, pains, nausea, nausea"
Victoza,Weight Loss,8,True,1,surgery
"Insulin inhalation, rapid acting","Diabetes, Type 2",10,False,0,none
Minocin,Acne,1,True,4,"acne, dizziness, yeast, infections"
Desogestrel / ethinyl estradiol,Birth Control,4,False,0,none
Quetiapine,Insomnia,9,True,3,"depression, anxiety, depression"
Topiramate,Bipolar Disorde,9,False,0,none
Lexapro,Depression,3,True,1,notice
Gabapentin,Peripheral Neuropathy,5,False,0,none
Seroquel,Bipolar Disorde,9,False,0,none
Harvoni,Hepatitis C,10,False,0,none
Doxycycline,Acne,10,True,3,"acne, puberty, infection"
Trazodone,Insomnia,6,False,0,none
Ortho Micronor,Birth Control,9,True,2,"migra, acne"
Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,10,True,2,"ovarian cyst, endometriosis"
Diazepam,Anxiety,9,True,3,"anxiety, paranoia, fears"
Famotidine / ibuprofen,Osteoarthritis,10,True,2,"pain, pain"
Ciprofloxacin / dexamethasone,Otitis Media,1,True,3,"vertigo, fall, tinnitus"
Jolivette,Birth Control,8,False,0,none
Copper,Birth Control,9,True,1,scared
Hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium biphosphate,Urinary Tract Infection,1,False,0,none
Opana,Pain,2,True,2,"pain, outrageous"
Medroxyprogesterone,Birth Control,2,False,0,none
Ethinyl estradiol / norethindrone,Birth Control,7,True,3,"painful, painful, surgery"
Avinza,Pain,10,True,2,"pain, anxiety"
Doxycycline,Acne,7,True,1,acne
Metronidazole,Diverticulitis,10,True,1,discomfort
Gildess Fe 1 / 20,Birth Control,2,False,0,none
Aubra,Birth Control,10,True,1,noticed
Synvisc-One,Osteoarthritis,1,True,5,"pain, swelling, swelling, swelling, stiffness"
Buprenorphine / naloxone,Opiate Dependence,10,False,0,none
Bupropion,Bipolar Disorde,9,False,0,none
MoviPrep,Bowel Preparation,3,False,0,none
Doxepin,Insomnia,1,False,0,none
Drixoral Cold and Allergy,Cold Symptoms,10,False,0,none
Clozaril,Schizophrenia,9,False,0,none
Implanon,Birth Control,10,True,2,"mood swings, acne"
Aluminum chloride hexahydrate,Hyperhidrosis,10,True,2,"hyperhiosis, hyperhi"
Miconazole,Vaginal Yeast Infection,1,True,1,burns
Quetiapine,Insomnia,4,False,0,none
Tioconazole,Vaginal Yeast Infection,3,True,4,"yeast, infection, scratch, burned"
Norpace CR,Arrhythmia,9,False,0,none
Vytorin,High Cholesterol,8,False,0,none
Nuvigil,Chronic Fatigue Syndrome,4,True,3,"fatigue, falling, fatigue"
Econazole,Tinea Corporis,10,False,0,none
Zyprexa,Bipolar Disorde,8,False,0,none
Doxycycline,Rosacea,9,True,2,"rosacea, cyst"
Polyethylene glycol 3350 with electrolytes,Bowel Preparation,10,False,0,none
Ethinyl estradiol / norgestimate,Birth Control,4,True,2,"acne, nausea"
Adapalene / benzoyl peroxide,Acne,10,True,4,"cysts, crying, acne, pimplesysts"
Simethicone,Gas,10,True,3,"restaurant, swelling, accident"
Methyl salicylate,Muscle Pain,1,False,0,none
Viberzi,Irritable Bowel Syndrome,6,True,3,"notice, pains, nausea"
Keppra,Seizures,9,False,0,none
Norethindrone,Birth Control,1,True,1,pain
Pregabalin,Diabetic Peripheral Neuropathy,9,True,3,"pain, depression, insomnia"
Sertraline,Depression,8,False,0,none
Sertraline,Panic Disorde,2,True,2,"headache, dizziness"
Escitalopram,Depression,10,True,2,"stress at work, depression"
Sertraline,Panic Disorde,8,True,4,"nausea, insomnia, anxiety, practiced"
Epiduo,Acne,10,True,3,"acne, acne, redness"
Trospium,Overactive Bladde,10,True,2,"incontinence, accident"
Mononessa,Birth Control,1,True,1,painfully
Celexa,Depression,10,True,1,depression
Ethinyl estradiol / norethindrone,Birth Control,2,False,0,none
Sertraline,Depression,9,True,3,"agitation, sweating, depression"
Dapagliflozin,"Diabetes, Type 2",1,False,0,none
Cephalexin,Bacterial Infection,8,True,2,"infection, burning"
Implanon,Birth Control,2,False,0,none
Methylphenidate,ADHD,10,False,0,none
Gabapentin,Neuropathic Pain,3,True,2,"facial, pain"
Nitrofurantoin,Urinary Tract Infection,6,True,4,"stinging, burning, notice, stinging"
Belsomra,Insomnia,10,True,3,"insomnia, noticeable, falling"
Viibryd,Depression,8,True,3,"nausea, headache, heartburn"
Mycophenolate mofetil,Autoimmune Hepatitis,7,True,1,hepatitis
Wellbutrin,Depression,9,True,4,"depression, depression, stress, stress"
Wellbutrin,Major Depressive Disorde,10,False,0,none
Etonogestrel,Birth Control,10,True,1,vaginismus
Adderall XR,ADHD,10,False,0,none
Trazodone,Insomnia,8,True,1,orgasm
Baclofen,Muscle Spasm,7,True,1,pain
Mirena,Birth Control,4,True,4,"typically, painful, acne, infections every"
Peginterferon alfa-2a,Hepatitis C,7,False,0,none
Etonogestrel,Birth Control,7,False,0,none
Pregabalin,ibromyalgia,9,True,2,"myalgia, pain"
Tri-Sprintec,Birth Control,3,True,3,"migra, anxiety, pregnancy"
OxyContin,Pain,9,True,1,pain
Lexapro,Anxiety,2,True,6,"anxiety, major, depression, electric, shock, erectile dysfunction"
Chlorpheniramine / hydrocodone / pseudoephedrine,Cough and Nasal Congestion,10,True,2,"bronchitis, infection"
Carvedilol,High Blood Pressure,10,False,0,none
Duloxetine,Bipolar Disorde,9,True,4,"major, depression, crying, depression"
Xtampza ER,Chronic Pain,10,False,0,none
Buprenorphine / naloxone,Opiate Dependence,9,True,3,"disability, narcotics, scared"
Depakote,Bipolar Disorde,1,True,3,"vivid dreams, nightmares, hallucination"
Safyral,Birth Control,10,True,1,mood swings
Fluconazole,Vaginal Yeast Infection,6,True,3,"yeast, infection, massive"
Ethinyl estradiol / norgestimate,Birth Control,9,True,2,"migra, infection"
Methocarbamol,Muscle Spasm,2,True,2,"muscle spasm, muscular dystro"
Sertraline,Social Anxiety Disorde,10,True,1,scared
Acetaminophen / hydrocodone,Pain,10,True,3,"pain, pain, pain"
Paroxetine,Depression,6,True,1,depression
Pregabalin,Generalized Anxiety Disorde,10,False,0,none
Vicks Sinex Nasal Spray (old formulation),Nasal Congestion,1,True,1,dizziness period
Viagra,Erectile Dysfunction,10,False,0,none
Effexor XR,Anxiety and Stress,3,False,0,none
Cabergoline,Hyperprolactinemia,10,True,1,headache
Cobicistat / elvitegravir / emtricitabine / tenofovir,HIV Infection,10,False,0,none
BuSpar,Anxiety,6,True,4,"anxiety disorder, fears, stress, memory loss"
Etonogestrel,Birth Control,6,True,4,"mood swings, ache, migra, headache"
Doxy 100,Prostatitis,10,True,2,"prostatitis, painful"
Lo Loestrin Fe,Birth Control,6,True,2,"mood swings, acne"
Qsymia,Weight Loss,10,False,0,none
Depakote,Bipolar Disorde,7,True,2,"stress, death"
Amlodipine,High Blood Pressure,8,True,1,swelling
Suvorexant,Insomnia,1,False,0,none
Liraglutide,Weight Loss,10,False,0,none
Lamictal,Bipolar Disorde,10,True,1,depressed mood
Amitriptyline,Insomnia,8,True,3,"insomnia, anxiety, sceptic"
Mirapex,Restless Legs Syndrome,9,False,0,none
Leuprolide,Uterine Fibroids,6,True,1,cysts
Acetaminophen / hydrocodone,Pain,8,True,3,"flank, pain, poly"
Seroquel,Bipolar Disorde,9,True,2,"depression, suicide"
Linagliptin,"Diabetes, Type 2",8,False,0,none
Carisoprodol,Muscle Spasm,10,True,1,migra
Testosterone,"Hypogonadism, Male",10,False,0,none
Cyclobenzaprine,Sciatica,1,True,1,surgery
Guaifenesin,Bronchitis,3,True,2,"cough, nausea"
Chlordiazepoxide,Anxiety,10,True,4,"stress, worry, stress, anxiety"
Tadalafil,Benign Prostatic Hyperplasia,9,False,0,none
Bupropion,Depression,9,True,4,"anxiety, depression, obsessive thoughts, anxiety attacks"
Drospirenone / ethinyl estradiol,Birth Control,6,True,6,"acne, noticeable, dizziness, infection, depression, headache"
Naltrexone,Alcohol Dependence,9,False,0,none
Dexbrompheniramine / pseudoephedrine,Sinus Symptoms,10,False,0,none
Venlafaxine,ibromyalgia,8,True,4,"fibromyalgia, pain, fatigue, stressed"
Ranitidine,GERD,1,True,1,headache
Celexa,Panic Disorde,10,True,2,"panic attack, panic attacks"
Cetirizine,Allergic Rhinitis,5,True,5,"migra, death, migra, migra, withdrawal symptoms"
Differin,Acne,8,True,6,"acne, stress, stressed, stress, acne, noticed"
Norethindrone,Abnormal Uterine Bleeding,1,False,0,none
Spironolactone,High Blood Pressure,8,True,1,dangerous
Medroxyprogesterone,Birth Control,1,True,2,"mood swings, depression"
Taytulla,Birth Control,8,False,0,none
Methadone,Pain,10,True,3,"back, pain, pain"
Vagifem,Atrophic Vaginitis,10,True,3,"burning, pain, headache"
Etanercept,Ankylosing Spondylitis,8,False,0,none
Medroxyprogesterone,Birth Control,4,False,0,none
Minocycline,Acne,6,True,1,stomach cramps
Duloxetine,ibromyalgia,10,True,1,fibromyalgia
Bupropion / naltrexone,Obesity,10,True,1,nausea
Tramadol,Pain,10,False,0,none
Vivitrol,Opiate Dependence,10,True,1,frustration
Ethinyl estradiol / norethindrone,Birth Control,7,True,3,"depression, mood swings, pregnancy"
Lidocaine,Pain,1,True,3,"pain, pain, noticeable"
Viorele,Birth Control,1,True,4,"ache, pains, yeast, infections"
Methylphenidate,ADHD,8,True,2,"teachers, noticed"
Depakote,Bipolar Disorde,8,True,5,"depression, scared, noticed, vivid dreams, fears"
Vyvanse,ADHD,8,True,2,"difficulty sleeping, fall"
Levofloxacin,Bronchitis,1,True,3,"bronchitis, inflammation, painful"
Budesonide / formoterol,moterol),8,False,0,none
Skyla,Birth Control,8,True,3,"painful, painful, painful"
Skyla,Birth Control,6,False,0,none
Dymista,Allergic Rhinitis,10,False,0,none
Lexapro,2</span> users found this comment helpful.,7,True,1,sexual dysfunction
Luvox,Obsessive Compulsive Disorde,10,False,0,none
Ethinyl estradiol / levonorgestrel,Birth Control,10,True,5,"short periods, acne, water retention, nausea, headaches"
Aubra,Birth Control,1,True,4,"sickness, migra, nausea, sticks"
Fastin,Weight Loss,1,True,1,scared
Benzonatate,Cough,10,True,1,cough
Levonorgestrel,Birth Control,10,True,2,"depression, sexually active"
Lamotrigine,Bipolar Disorde,10,False,0,none
Ciprofloxacin,Prostatitis,2,True,1,pain
Skyla,Birth Control,7,True,2,"painful, backache"
Fluticasone / salmeterol,"Asthma, Maintenance",9,True,1,asthma
Zoloft,Depression,9,True,1,depression
Venlafaxine,Depression,3,True,3,"depression, anxiety, anxiety"
Famotidine,GERD,9,False,0,none
Tamsulosin,Benign Prostatic Hyperplasia,7,False,0,none
Benzoyl peroxide / clindamycin,Acne,10,True,1,oily skin
Otezla,Plaque Psoriasis,9,True,1,nausea
Diclofenac,Migraine,10,True,3,"migra, migra, migra"
Miconazole,Vaginal Yeast Infection,1,False,0,none
Orlistat,Obesity,7,True,2,"oily p, gasses"
Rapaflo,Benign Prostatic Hyperplasia,1,True,2,"nasal congestion, nasal congestion"
Metronidazole,Bacterial Vaginitis,4,False,0,none
Cryselle,Birth Control,1,True,3,"irritability, nausea, fatigue"
Lorazepam,Nausea/Vomiting,10,True,2,"nausea, vomiting"
Dihydroergotamine,Cluster Headaches,10,True,3,"cluster, headaches, pain"
Copper,Birth Control,1,False,0,none
Bisacodyl,Constipation,1,False,0,none
Belsomra,Insomnia,8,False,0,none
Subutex,Opiate Dependence,10,True,3,"panic attack, depression, anxiety"
Nexium,GERD,2,False,0,none
Venlafaxine,Depression,3,False,0,none
Indomethacin,"Gout, Acute",9,True,2,"gout, cleared"
Viagra,Erectile Dysfunction,10,False,0,none
Invokana,"Diabetes, Type 2",8,True,3,"chronic diarr, chronic diarr, headache"
Desogestrel / ethinyl estradiol,Birth Control,4,True,3,"mood swings, depression, anxiety"
Harvoni,Hepatitis C,1,True,1,fatigue
Ziprasidone,Schizoaffective Disorde,9,True,2,"paranoia, anxiety"
Subsys,Chronic Pain,8,True,5,"fibromyalgia, pain, narcolepsy, anxiety attacks, nightmare"
Catapres,Benzodiazepine Withdrawal,7,False,0,none
Silenor,Insomnia,2,True,2,"fall, fallen"
Oxymetazoline,Nasal Congestion,1,True,2,"asthma, infection"
OnabotulinumtoxinA,acial Wrinkles,1,True,3,"pimples, pimples, headache"
Lisinopril,High Blood Pressure,8,True,2,"migra, cough"
Bupropion,Depression,10,True,2,"pain, notice"
Phendimetrazine,Obesity,9,False,0,none
Lisdexamfetamine,ADHD,8,False,0,none
Docetaxel,Solid Tumors,6,True,2,"uterine cancer, and"
Oxymorphone,Pain,9,False,0,none
Etonogestrel,Birth Control,1,True,2,"mood swings, outrage"
Hydrocodone / ibuprofen,Pain,3,True,1,pain
Teriparatide,Osteoporosis,4,True,3,"fracture, osteoporosis, fatigues"
Latuda,Bipolar Disorde,10,False,0,none
Ondansetron,Nausea/Vomiting,2,True,4,"headache, feeling sick, headache, headaches"
Contrave,Obesity,7,True,1,drastically
Paxil,Generalized Anxiety Disorde,10,True,3,"depression, anxiety, crashed"
Valium,Anxiety,10,True,2,"panic attacks, anxiety"
Fluconazole,Vaginal Yeast Infection,1,True,2,"burned, burn"
Prednisone,Allergic Reactions,10,False,0,none
Etonogestrel,Birth Control,5,True,2,"acne, mood swings"
Levonorgestrel,Birth Control,9,False,0,none
Diclofenac,Pain,10,True,2,"pain, pain"
Propranolol,mance Anxiety,10,True,2,"trembling, gasping"
Ciprofloxacin,Bladder Infection,1,True,4,"bladder, infection, tendon, pain"
Cariprazine,Bipolar Disorde,9,True,2,"insomnia, nausea"
Amitriptyline,Pain,10,True,2,"pain, pain"
Divalproex sodium,Migraine Prevention,4,True,4,"migra, back, pain, migra"
Tri-Sprintec,Abnormal Uterine Bleeding,9,True,1,acne
Levonorgestrel,Birth Control,9,True,2,"headache, headache"
Ethinyl estradiol / levonorgestrel,Birth Control,9,True,3,"acne, breast, tenderness"
Azithromycin,Chlamydia Infection,9,True,2,"pains, dizziness"
Victoza,"Diabetes, Type 2",10,True,1,headache
Doxycycline,Acne,3,True,2,"acne, acne"
Levonorgestrel,Birth Control,5,True,1,pain
Tri-Sprintec,Birth Control,9,True,1,scared
Alesse,Polycystic Ovary Syndrome,5,True,4,"acne, mood swings, chest, swelling"
Alprazolam,Anxiety,10,True,1,anxiety
Macrobid,Urinary Tract Infection,1,True,2,"drowsiness, vomiting"
Celexa,Depression,10,True,1,depression
Emollients,Dry Skin,8,True,2,"rash, scratching"
Metronidazole,Bacterial Infection,7,True,4,"dry mouth, headache, dehydration, fatigue"
Abacavir / dolutegravir / lamivudine,HIV Infection,10,True,1,pain
Bisoprolol,Supraventricular Tachycardia,3,True,2,"fall, swelling"
Paxil,Obsessive Compulsive Disorde,10,True,4,"anxiety, obsessive thoughts, panic attacks, scared"
Amitriptyline,ibromyalgia,3,True,2,"pain, fatigue"
Etonogestrel,Birth Control,5,True,4,"major, depression, depression, anxiety"
Buspirone,Panic Disorde,2,True,1,panic attacks
Xulane,Birth Control,2,True,4,"headache, headache, mood swings, crying"
Lutera,Polycystic Ovary Syndrome,5,True,2,"nausea, mood swings"
Zolpidem,Insomnia,5,True,1,insomnia
Diphenhydramine,Insomnia,9,False,0,none
Monistat 3-Day Combination Pack,Vaginal Yeast Infection,1,True,4,"burning, swelling, pain, infection"
Tobramycin,"Conjunctivitis, Bacterial",10,True,3,"conjunctivitis, redness, swelling"
Xanax,Anxiety,10,True,4,"worry, stress, anxiety, panic attacks"
Acamprosate,Alcohol Dependence,10,False,0,none
Aspirin,Rheumatoid Arthritis,10,True,2,"rheumatoid, arthritis"
Sumatriptan,Migraine,9,True,3,"headaches, headache, migra"
Provigil,Depression,7,True,2,"lethargy, depression"
Dexedrine,ADHD,9,False,0,none
Premphase,Postmenopausal Symptoms,10,True,2,"postmenopausal symptoms, night sweats"
Hydroxyzine,Pruritus,1,True,1,discomfort
Nexplanon,Birth Control,9,True,1,acne
Demerol,Pain,10,True,4,"pain, nausea, vomiting, pain"
Naratriptan,Migraine,8,True,3,"migra, migra, migra"
Duloxetine,Depression,2,True,5,"depression, anxiety, tremors, sweats ,, insomnia"
Tizanidine,Muscle Spasm,10,True,3,"spondylitis, fibromyalgia, pain"
Bisacodyl,Constipation,1,True,4,"pain, narcotics, constipation, narcotics"
Estradiol,Atrophic Vaginitis,9,True,1,burning
Hydrochlorothiazide / lisinopril,High Blood Pressure,8,False,0,none
Trulicity,"Diabetes, Type 2",9,False,0,none
Lupron,Endometriosis,2,True,2,"pain, depression"
Nucynta,Pain,8,False,0,none
Femring,Postmenopausal Symptoms,10,False,0,none
Frova,Migraine,10,True,1,headache
Effexor XR,Major Depressive Disorde,8,True,5,"som, electric, shock, withdrawal symptoms, spasms ,"
Saxenda,Obesity,10,False,0,none
Ethinyl estradiol / norethindrone,Birth Control,9,True,1,tenderness
Nitrofurantoin,Bladder Infection,1,True,5,"bladder, infection, headache, fatigue, pain"
Clonazepam,Bipolar Disorde,7,False,0,none
Gabapentin,Bipolar Disorde,10,False,0,none
Testosterone,"Hypogonadism, Male",1,False,0,none
Sodium chloride,Nasal Congestion,8,False,0,none
Ethinyl estradiol / norgestimate,Birth Control,2,True,2,"nausea, nausea"
AndroGel,"Hypogonadism, Male",10,True,1,pain
Vortioxetine,Depression,3,True,2,"depression, depression"
Orthovisc,Osteoarthritis,10,True,3,"pain, knee, pain"
Lorcaserin,Weight Loss,7,True,4,"stick, shock, will, to"
Canagliflozin,"Diabetes, Type 2",5,True,1,noticed
Desvenlafaxine,Anxiety,10,True,2,"sceptic, particularly"
Mesalamine,"Ulcerative Colitis, Active",10,False,0,none
Amitriptyline,m Pain Disorde,10,True,2,"depression, panic attacks"
Amphetamine / dextroamphetamine,ADHD,8,True,2,"crashes, acne"
Gabapentin,Pain,7,True,5,"pain, necrosis, osteoarthritis, noticed, anxiety"
Tegretol,Bipolar Disorde,3,False,0,none
Calan SR,High Blood Pressure,4,False,0,none
Norethindrone,Birth Control,10,True,1,migra
Etonogestrel,Birth Control,3,True,1,noticed
Azithromycin,Sinusitis,10,False,0,none
Diclofenac,Osteoarthritis,10,True,3,"ankle, pain, osteoarthritis"
Generess Fe,Birth Control,1,True,3,"mood swings, painful, migraines"
Valium,Anxiety,10,True,2,"anxiety, anxiety"
Bupropion,Major Depressive Disorde,8,True,2,"notice, depression"
Dulcolax,Constipation,5,True,1,stomach cramps
Relpax,Migraine,1,True,3,"migra, nausea, pain"
Ortho Tri-Cyclen Lo,Birth Control,4,True,1,depression
Clonazepam,Anxiety,4,False,0,none
TriNessa,1</span> users found this comment helpful.,9,False,0,none
Ashlyna,Birth Control,3,True,4,"endometriosis, crying, anxiety, depression"
Etonogestrel,Birth Control,9,False,0,none
Phentermine / topiramate,Obesity,10,True,1,surgery
Ethinyl estradiol / norethindrone,Birth Control,2,True,2,"pains, mood swings"
Venlafaxine,Depression,10,False,0,none
Ethinyl estradiol / levonorgestrel,Birth Control,9,True,1,notice
Atomoxetine,ADHD,2,True,1,anxiety
Phentermine,Weight Loss,10,False,0,none
Aviane,Birth Control,3,True,1,mood swings
Etonogestrel,Birth Control,10,False,0,none
Exenatide,"Diabetes, Type 2",7,True,2,"fast, fasting"
Valium,Temporomandibular Joint Disorde,10,True,7,"anxiety, pain, trigem, neuralgia, spra, trigem, neuralgia"
Miconazole,Vaginal Yeast Infection,2,True,1,burning
Dulaglutide,"Diabetes, Type 2",5,False,0,none
Banzel,Lennox-Gastaut Syndrome,10,True,1,thirst
Microgestin Fe 1 / 20,Birth Control,9,False,0,none
Deplin,Depression,9,True,2,"depression, depressive episodes"
Linzess,Irritable Bowel Syndrome,3,True,2,"abdominal, distention"
Embeda,Chronic Pain,4,False,0,none
Tri-Sprintec,Acne,8,True,3,"acne, acne, acne"
Clindamycin,Bacterial Infection,7,True,4,"noticeable, vomiting, infection, infection"
Olanzapine,Bipolar Disorde,6,True,1,manic episodes
Citalopram,Generalized Anxiety Disorde,10,True,1,worry
Neurontin,Peripheral Neuropathy,10,True,3,"noticed, diabetic, neuropathy"
Singulair,Asthma,5,True,4,"asthma, inflammation, aches, malaise"
Ethinyl estradiol / norgestimate,Birth Control,1,True,2,"distress, depression"
Miconazole,Vaginal Yeast Infection,1,True,1,burning
Benzaclin,Acne,10,True,3,"acne, acne, stress"
Lisdexamfetamine,ADHD,8,True,1,teacher
Chantix,Smoking Cessation,10,False,0,none
Belviq,Obesity,10,False,0,none
Crestor,High Cholesterol,7,False,0,none
Amoxicillin / clavulanate,Sinusitis,2,True,8,"tooth, pain, root, canal, infection, swelling, pain, headache"
Pristiq,Depression,1,True,4,"executive functioning, partial seizure, epilepsy, psychotic episode"
Escitalopram,Depression,7,True,2,"fatigue, loss of libido"
Risperdal,Autism,1,False,0,none
Imiquimod,Human Papilloma Virus,10,True,6,"noticed, warts, notice, warts, distressing, falling"
Bactrim DS,Urinary Tract Infection,1,False,0,none
Solodyn,Acne,1,True,2,"acne, topic"
Nexplanon,Birth Control,4,True,1,worry
Mirena,Birth Control,10,True,2,"painful, practice"
Etonogestrel,Birth Control,1,True,1,constant
Synthroid,Underactive Thyroid,1,True,1,depression
Apremilast,Plaque Psoriasis,10,True,3,"psoriasis, staring, psoriasis"
Implanon,Birth Control,10,False,0,none
Disulfiram,Alcohol Dependence,9,False,0,none
Nitrofurantoin,Bladder Infection,1,True,2,"infection, pain"
Neurontin,ibromyalgia,4,True,1,headaches
Zoloft,Obsessive Compulsive Disorde,7,True,2,"obsessive thoughts, anxiety"
Clozaril,Schizophrenia,9,True,2,"schizophrenia, suicide attempt"
Quetiapine,Bipolar Disorde,3,True,2,"anxiety, asthma"
Levonorgestrel,Birth Control,5,True,2,"anticipated, discomfort"
Epclusa,Hepatitis C,7,False,0,none
Maxaron Forte,Anemia,10,False,0,none
Sutent,Renal Cell Carcinoma,10,False,0,none
Solodyn,Acne,1,False,0,none
Tylenol with Codeine #3,Pain,9,True,2,"coughing, pain"
Escitalopram,Bipolar Disorde,10,True,3,"rage, anger, crying"
